request_id,latency_ms
0,1.59
1,1.625
2,1.631
3,1.663
4,1.692
5,1.704
6,1.714
7,1.739
8,1.747
9,1.749
10,1.752
11,1.754
12,1.759
13,1.762
14,1.768
15,1.77
16,1.772
17,1.775
18,1.785
19,1.79
20,1.797
21,1.799
22,1.8
23,1.801
24,1.81
25,1.811
26,1.814
27,1.816
28,1.818
29,1.821
30,1.823
31,1.825
32,1.829
33,1.832
34,1.833
35,1.833
36,1.834
37,1.834
38,1.835
39,1.836
40,1.836
41,1.837
42,1.838
43,1.84
44,1.841
45,1.842
46,1.844
47,1.844
48,1.845
49,1.845
50,1.846
51,1.846
52,1.847
53,1.847
54,1.848
55,1.849
56,1.85
57,1.85
58,1.851
59,1.852
60,1.852
61,1.852
62,1.852
63,1.853
64,1.853
65,1.855
66,1.856
67,1.856
68,1.857
69,1.857
70,1.858
71,1.859
72,1.859
73,1.86
74,1.861
75,1.861
76,1.861
77,1.862
78,1.863
79,1.863
80,1.863
81,1.864
82,1.865
83,1.865
84,1.867
85,1.869
86,1.869
87,1.87
88,1.871
89,1.871
90,1.872
91,1.872
92,1.873
93,1.873
94,1.873
95,1.873
96,1.874
97,1.874
98,1.875
99,1.877
100,1.877
101,1.877
102,1.878
103,1.879
104,1.88
105,1.88
106,1.88
107,1.881
108,1.881
109,1.881
110,1.882
111,1.882
112,1.883
113,1.883
114,1.884
115,1.885
116,1.885
117,1.886
118,1.886
119,1.886
120,1.887
121,1.887
122,1.887
123,1.888
124,1.888
125,1.889
126,1.89
127,1.89
128,1.89
129,1.893
130,1.893
131,1.893
132,1.893
133,1.895
134,1.895
135,1.895
136,1.895
137,1.896
138,1.896
139,1.896
140,1.896
141,1.897
142,1.897
143,1.898
144,1.898
145,1.899
146,1.899
147,1.899
148,1.9
149,1.9
150,1.9
151,1.9
152,1.901
153,1.901
154,1.901
155,1.903
156,1.903
157,1.903
158,1.903
159,1.903
160,1.904
161,1.904
162,1.905
163,1.905
164,1.906
165,1.906
166,1.907
167,1.908
168,1.908
169,1.909
170,1.909
171,1.91
172,1.91
173,1.91
174,1.911
175,1.911
176,1.911
177,1.911
178,1.911
179,1.911
180,1.911
181,1.912
182,1.912
183,1.912
184,1.912
185,1.913
186,1.913
187,1.913
188,1.914
189,1.914
190,1.914
191,1.915
192,1.915
193,1.915
194,1.916
195,1.916
196,1.916
197,1.917
198,1.918
199,1.919
200,1.921
201,1.921
202,1.921
203,1.921
204,1.921
205,1.922
206,1.922
207,1.922
208,1.922
209,1.923
210,1.923
211,1.923
212,1.924
213,1.924
214,1.924
215,1.925
216,1.925
217,1.926
218,1.926
219,1.926
220,1.927
221,1.927
222,1.927
223,1.927
224,1.928
225,1.928
226,1.928
227,1.928
228,1.928
229,1.929
230,1.929
231,1.929
232,1.929
233,1.929
234,1.93
235,1.931
236,1.931
237,1.931
238,1.932
239,1.932
240,1.932
241,1.933
242,1.933
243,1.933
244,1.933
245,1.933
246,1.934
247,1.934
248,1.935
249,1.935
250,1.935
251,1.935
252,1.936
253,1.936
254,1.936
255,1.936
256,1.937
257,1.937
258,1.937
259,1.937
260,1.937
261,1.937
262,1.938
263,1.938
264,1.938
265,1.938
266,1.938
267,1.938
268,1.941
269,1.941
270,1.941
271,1.941
272,1.941
273,1.941
274,1.942
275,1.942
276,1.942
277,1.942
278,1.943
279,1.943
280,1.943
281,1.943
282,1.943
283,1.943
284,1.944
285,1.944
286,1.944
287,1.945
288,1.945
289,1.946
290,1.946
291,1.946
292,1.946
293,1.946
294,1.947
295,1.947
296,1.947
297,1.947
298,1.948
299,1.948
300,1.948
301,1.949
302,1.949
303,1.949
304,1.95
305,1.95
306,1.95
307,1.95
308,1.95
309,1.951
310,1.951
311,1.951
312,1.952
313,1.953
314,1.953
315,1.953
316,1.954
317,1.954
318,1.954
319,1.954
320,1.954
321,1.955
322,1.955
323,1.955
324,1.956
325,1.956
326,1.956
327,1.956
328,1.956
329,1.957
330,1.957
331,1.957
332,1.957
333,1.957
334,1.957
335,1.958
336,1.959
337,1.959
338,1.959
339,1.96
340,1.96
341,1.96
342,1.96
343,1.96
344,1.961
345,1.961
346,1.961
347,1.961
348,1.961
349,1.961
350,1.962
351,1.962
352,1.962
353,1.962
354,1.963
355,1.963
356,1.963
357,1.963
358,1.963
359,1.963
360,1.963
361,1.963
362,1.964
363,1.964
364,1.965
365,1.965
366,1.965
367,1.965
368,1.966
369,1.966
370,1.966
371,1.967
372,1.967
373,1.967
374,1.967
375,1.968
376,1.968
377,1.968
378,1.968
379,1.968
380,1.968
381,1.969
382,1.969
383,1.969
384,1.97
385,1.97
386,1.97
387,1.97
388,1.971
389,1.971
390,1.971
391,1.972
392,1.972
393,1.972
394,1.972
395,1.972
396,1.973
397,1.973
398,1.973
399,1.973
400,1.973
401,1.974
402,1.974
403,1.974
404,1.974
405,1.974
406,1.974
407,1.974
408,1.975
409,1.975
410,1.975
411,1.975
412,1.976
413,1.976
414,1.976
415,1.976
416,1.976
417,1.976
418,1.976
419,1.976
420,1.977
421,1.977
422,1.977
423,1.977
424,1.977
425,1.977
426,1.977
427,1.978
428,1.978
429,1.979
430,1.979
431,1.979
432,1.979
433,1.98
434,1.98
435,1.98
436,1.98
437,1.98
438,1.98
439,1.981
440,1.981
441,1.981
442,1.981
443,1.981
444,1.981
445,1.981
446,1.981
447,1.981
448,1.982
449,1.982
450,1.982
451,1.982
452,1.983
453,1.983
454,1.983
455,1.983
456,1.983
457,1.983
458,1.984
459,1.984
460,1.985
461,1.985
462,1.985
463,1.985
464,1.986
465,1.986
466,1.986
467,1.986
468,1.986
469,1.987
470,1.987
471,1.987
472,1.987
473,1.987
474,1.988
475,1.988
476,1.988
477,1.988
478,1.989
479,1.989
480,1.989
481,1.989
482,1.989
483,1.989
484,1.99
485,1.99
486,1.99
487,1.99
488,1.99
489,1.992
490,1.992
491,1.992
492,1.992
493,1.993
